"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000143195",387597,"ILDR2","protein_coding",2.90062262883025,-1.13714572183589,3.76990751636419,0.000405536518627073,0.999870853155995
"ENSG00000101447",81610,"FAM83D","protein_coding",2.08635045178984,-0.532420464180297,2.67721354770061,0.00980507202172706,0.999870853155995
"ENSG00000099282",23555,"TSPAN15","protein_coding",2.07258406996592,-1.09326827341972,2.24057977591617,0.0291771381583962,0.999870853155995
"ENSG00000051180",5888,"RAD51","protein_coding",2.35158446968195,-0.884711265029185,2.2404281074182,0.0291875886648052,0.999870853155995
"ENSG00000130529",54795,"TRPM4","protein_coding",2.37012423860902,-1.08039330318185,2.16928850780728,0.0344694200283053,0.999870853155995
"ENSG00000118307",55259,"CASC1","protein_coding",2.33544466313233,-1.61763763430405,2.16879898506249,0.0345085006160863,0.999870853155995
"ENSG00000079156",114880,"OSBPL6","protein_coding",2.64962091290997,-1.48591321170854,2.13884412899806,0.0369751414809557,0.999870853155995
"ENSG00000071539",9319,"TRIP13","protein_coding",2.35907735128498,-1.54921584741895,2.12676302974874,0.0380128308309677,0.999870853155995
"ENSG00000285130",9414,"TJP2","protein_coding",3.812287175599,-2.05391474207176,2.07011647734183,0.0432248691240265,0.999870853155995
"ENSG00000148082",53358,"SHC3","protein_coding",2.0194619931134,-0.945126891605704,1.95946803881324,0.0552143910156547,0.999870853155995
"ENSG00000155542",133383,"SETD9","protein_coding",2.41063915804164,-0.948872269784254,1.92466172059244,0.0595325299532826,0.999870853155995
"ENSG00000184916",3714,"JAG2","protein_coding",2.282441386308,-1.48494973767353,1.79726893416619,0.0778704152732501,0.999870853155995
"ENSG00000186081",3852,"KRT5","protein_coding",2.26399917718356,-1.64403015798244,1.70030915413644,0.0948105138168367,0.999870853155995
"ENSG00000264187",NA,NA,"protein_coding",2.48861301707322,-1.28436735094292,1.49989582889821,0.139449952548118,0.999870853155995
"ENSG00000254692",NA,NA,"protein_coding",2.63840235488461,-3.19722108225595,1.4655892959549,0.148543400623711,0.999870853155995
"ENSG00000285444",NA,NA,"protein_coding",2.73560386535766,0.819633963623996,1.42934349377291,0.158649851024715,0.999870853155995
"ENSG00000169894",4584,"MUC3A","protein_coding",2.2991760886362,-2.21276990472495,1.3861783528864,0.171374449206307,0.999870853155995
"ENSG00000269711",NA,NA,"protein_coding",2.56601701983408,-3.12602027714441,1.32506236297013,0.190715056288203,0.999870853155995
"ENSG00000284989",NA,NA,"protein_coding",2.73701738134771,-2.25491813443953,1.3247774655497,0.190808933655747,0.999870853155995
"ENSG00000259040",100526836,"BLOC1S5-TXNDC5","protein_coding",3.28650760282606,-2.28749219191932,1.28727927279691,0.203472415557019,0.999870853155995
"ENSG00000109321",374,"AREG","protein_coding",2.03534759721025,-1.99942381246465,1.24464108794223,0.218624048852674,0.999870853155995
"ENSG00000167914",284110,"GSDMA","protein_coding",2.02940323635351,-2.38811959406007,1.19158493829814,0.238620802653417,0.999870853155995
"ENSG00000146122",23500,"DAAM2","protein_coding",2.02429366200719,0.505421872936366,1.19102081853831,0.238840326509524,0.999870853155995
"ENSG00000281887",100527949,"GIMAP1-GIMAP5","protein_coding",2.08493298227199,1.91767491302121,1.09588081981261,0.277981295350828,0.999870853155995
"ENSG00000283765",NA,NA,"protein_coding",2.1599427574728,-1.32114001116049,1.07966118755883,0.285078896008,0.999870853155995
