"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000169894",4584,"MUC3A","protein_coding",3.11166531287126,-2.21276990472495,2.73714787041224,0.00836686078194221,0.999542809814262
"ENSG00000270181",NA,NA,"protein_coding",2.82075970957137,-3.43874171945637,2.6046572749511,0.0118476077913105,0.999542809814262
"ENSG00000141448",2627,"GATA6","protein_coding",2.32645892750469,-1.68105199660007,2.1911364736523,0.0327643256952932,0.999542809814262
"ENSG00000261459",NA,NA,"protein_coding",2.42803935753373,-3.16579988779457,1.90192725988923,0.0625058738987224,0.999542809814262
"ENSG00000285130",9414,"TJP2","protein_coding",2.39061752531322,-2.05391474207176,1.85630625248684,0.0688543927390768,0.999542809814262
"ENSG00000284194",9997,"SCO2","protein_coding",2.45623366336553,-0.197726100809529,1.78807550938781,0.079359705804367,0.999542809814262
"ENSG00000243207",692312,"PPAN-P2RY11","protein_coding",2.02512438497484,-3.24961048350309,1.61819998338712,0.111430644693638,0.999542809814262
"ENSG00000284989",NA,NA,"protein_coding",2.08415802655865,-2.25491813443953,1.54725492077776,0.12762710398596,0.999542809814262
"ENSG00000258790",NA,NA,"protein_coding",2.47677190397054,-2.0033360182087,1.53288837818355,0.131125829545727,0.999542809814262
"ENSG00000259040",100526836,"BLOC1S5-TXNDC5","protein_coding",2.79732824508832,-2.28749219191932,1.46657079964511,0.148276920280955,0.999542809814262
"ENSG00000283765",NA,NA,"protein_coding",2.13587725078927,-1.32114001116049,1.36867215077308,0.176753600801525,0.999542809814262
"ENSG00000285000",NA,NA,"protein_coding",2.05744778335542,-1.96604172973283,0.90036985470588,0.371910593350041,0.999542809814262
